0 0.0002011
1000 0.134903
2000 0.423936
3000 0.991881
4000 1.8614
5000 2.86943
6000 4.15906
7000 5.68854
8000 7.35092
9000 9.51457
10000 12.0647
11000 14.394
12000 17.8402
13000 20.1349
14000 23.8485
15000 29.9987
16000 35.5978
17000 40.3381
18000 43.7305
19000 53.8664
20000 60.407
21000 64.7047
22000 72.104
23000 80.4473
24000 86.5984
25000 96.3379
26000 106.832
27000 116.671
28000 127.265
29000 134.99
30000 152.124
31000 160.023
32000 175.219
33000 188.785
34000 198.693
