0 1.115e-06
1000 4.7518e-05
2000 0.000118201
3000 0.000167921
4000 0.000215257
5000 0.000262168
6000 0.000311287
7000 0.000333629
8000 0.000381607
9000 0.00046391
10000 0.000482492
11000 0.000548853
12000 0.000595408
13000 0.000678855
14000 0.000696813
15000 0.000766711
16000 0.000799275
17000 0.000886644
18000 0.000978672
19000 0.00106419
20000 0.00111177
21000 0.00122572
22000 0.00135345
23000 0.00206154
24000 0.00167075
25000 0.00155507
